form	lemma	POS	morph
མ་དཔེ་	མ་དཔེ་	OTHER
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
གསུང་	གསུང་	VERB
དབྱངས་	དབྱངས་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
དྲུག་	དྲུག་	NUM
བཅུ་	བཅུ་	NUM
ཡི་	གིས་	PART
། །		PUNCT
རང་གཞན་	རང་གཞན་	NOUN
གྲུབ་མཐའ་	གྲུབ་མཐའ་	NOUN
སྟོན་པ་	སྟོན་པ་	NOUN
དེ་	སྟེ་	PART
ལ་	ལ་	PART
འདུད་	འདུད་	NO_POS
། །		PUNCT
རང་	རང་	PRON
དང་	དང་	NO_POS
གཞན་	གཞན་	DET
གྱི་	གི་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
དུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
ནི་	ནི་	NO_POS
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ཁོ་ན་	ཁོ་ན་	DET
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
རང་གཞན་	རང་གཞན་	NOUN
གྱི་	གི་	PART
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ནི་	ནི་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
ཁོ་ན་	ཁོ་ན་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
ཕྱག་	ཕྱག་	NOUN
བྱེད་པ་	བྱེད་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
གནས་སྐབས་	གནས་སྐབས་	NOUN
དང་	དང་	NO_POS
མཐར་ཐུག་	མཐར་ཐུག་	NOUN
གི་	གི་	PART
དོན་	དོན་	NOUN
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཏེ་	སྟེ་	PART
།		PUNCT
ལྷ་	ལྷ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཕུལ་	ཕུལ་	VERB
དུ་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ར་	ལ་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
སྙིང་	སྙིང་	NOUN
ན་	ནས་	PART
དད་	དད་	VERB
དམ་	གམ་	PART
ཅི་	ཅི་	NO_POS
ལྟ་	ལྟ་	OTHER
དགའ་བ་	དགའ་བ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
གྱིས་	གིས་	PART
སམ་	གམ་	PART
གཞན་	གཞན་	DET
གྱི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
། །		PUNCT
གང་ཞིག་	གང་ཞིག་	NO_POS
ཐུབ་དབང་	ཐུབ་དབང་	NOUN
དེ་	སྟེ་	PART
ལ་	ལ་	PART
ཕྱག་	ཕྱག་	NOUN
བགྱིད་པ་	བགྱིད་པ་	VERB
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
འཐོབ་	འཐོབ་	VERB
། །		PUNCT
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
ཞིང་	ཅིང་	PART
གི་	གི་	PART
བཀོད་པ་	བཀོད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	ལ་	PART
གང་	གང་	NO_POS
རྣམས་	རྣམས་	DET
རྩེན་པ་	རྩེན་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
རྒ་	རྒ་	NO_POS
དང་	དང་	NO_POS
འཆི་	འཆི་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཐ་	ཐ་	VERB
འདོད་	འདོད་	VERB
དང་	དང་	NO_POS
། །		PUNCT
བདུད་	བདུད་	NOUN
ཀྱི་	གི་	PART
སྡེ་	སྡེ་	NOUN
རྣམས་	རྣམས་	DET
ཕམ་པ་	ཕམ་པ་	VERB
ར་	ལ་	PART
གང་	གང་	NO_POS
འདོད་པ་	འདོད་པ་	VERB
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ཤཱཀྱའི་		NON_WORD
སེང་གེ་	སེང་གེ་	NOUN
མཆོད་པ་	མཆོད་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
དད་པ་	དད་པ་	VERB
ལ་	ལ་	PART
སྤོབས་པ་	སྤོབས་པ་	VERB
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཉེས་པ་	ཉེས་པ་	VERB
ཉམས་	ཉམས་	NOUN
སྨད་	སྨད་	NOUN
རྩ་	རྩ་	NUM
ན་	ནས་	PART
བཏོན་	བཏོན་	NO_POS
། །		PUNCT
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
སྤེལ་	སྤེལ་	VERB
ན་	ནས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྦྱངས་	སྦྱངས་	VERB
། །		PUNCT
གཞུང་ལུགས་	གཞུང་ལུགས་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
དེས་ན་	དེས་ན་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
། །		PUNCT
གྲུབ་མཆོག་	གྲུབ་མཆོག་	PROPN
ལྷག་པ་		
བརྙེས་	བརྙེས་	NO_POS
ལ་སོགས་	ལ་སོགས་	NO_POS
། །		PUNCT
ཞེ་	ཅེས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
བཞིན་	བཞིན་	NOUN
ནོ་	གོ་	PART
། །		PUNCT
ཡན་ལག་	ཡན་ལག་	NOUN
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
ནི་	ནི་	NO_POS
གསང་བ་	གསང་བ་	VERB
བསམ་	བསམ་	NOUN
གྱིས་	གིས་	PART
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
འི་	གི་	PART
མདོ་	མདོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རིག་པ་	རིག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཚིག་	ཚིག་	NOUN
གཞན་	གཞན་	DET
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མང་	མངའ་	VERB
ས་	གིས་	PART
བ་	བ་	NOUN
འགྱུར་བ་	འགྱུར་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
མི་	མི་	PART
བཤད་	བཤད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ན་	ནས་	PART
ཅི་ཞིག་	ཅི་ཞིག་	NO_POS
བྱེད་	བྱེད་	VERB
ཅེ་ན་	ཅེ་ན་	PART
། །		PUNCT
གང་ཞིག་	གང་ཞིག་	NO_POS
བདག་གཞན་	བདག་གཞན་	NOUN
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
། །		PUNCT
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཕྱིན་	ཕྱིན་	VERB
གྱུར་	གྱུར་	VERB
ན་	ལ་	PART
། །		PUNCT
ཤེས་བྱ་	ཤེས་བྱ་	VERB
ཀུན་	ཀུན་	DET
ལ་	ལ་	PART
འཇིགས་མེད་	འཇིགས་མེད་	PROPN
འཐོབ་	འཐོབ་	VERB
"།

།"		PUNCT
དེ་ཕྱིར་	དེ་ཕྱིར་	NO_POS
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
བདག་	བདག་	PRON
གིས་	གིས་	PART
བཤད་	བཤད་	VERB
། །		PUNCT
བདག་	བདག་	PRON
དང་	དང་	NO_POS
གཞན་	གཞན་	DET
ནི་	ནི་	NO_POS
སངས་རྒྱས་པ་	སངས་རྒྱས་པ་	NOUN
དང་	དང་	NO_POS
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
བྱེད་	བྱེད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
གཉིས་	གཉིས་	NUM
སུ་	ལ་	PART
མ་	མ་	PART
འདུས་པ་	འདུས་པ་	VERB
འི་	གི་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
ཡང་	ཀྱང་	PART
མང་པོ་	མང་པོ་	ADJ
སྣང་	སྣང་	VERB
མོད་	མོད་	VERB
ཀྱི་	གི་	PART
འདི་	འདི་	DET
གཉིས་	གཉིས་	NUM
ནི་	ནི་	NO_POS
ཐོག་མ་	ཐོག་མ་	NOUN
མེད་པ་	མེད་པ་	VERB
ན་	ནས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
གྲུབ་མཐའ་	གྲུབ་མཐའ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
བཤད་	བཤད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
འདི་	འདི་	DET
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
ལྟ་བ་	ལྟ་བ་	VERB
བདག་	བདག་	PRON
དང་	དང་	NO_POS
བདག་མེད་པ་	བདག་མེད་པ་	ADJ
ར་	ལ་	PART
སྨྲ་བ་	སྨྲ་བ་	VERB
ཙམ་	ཙམ་	DET
ནི་	ནི་	NO_POS
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
སྟེ་	སྟེ་	PART
གནས་མ་	གནས་མ་	PROPN
བུ་པ་	བུ་པ་	NOUN
འང་	ཀྱང་	PART
བདག་	བདག་	PRON
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
སྤྱོད་པ་	སྤྱོད་པ་	VERB
སེམས་ཅན་	སེམས་ཅན་	NOUN
ལ་	ལ་	PART
འཚེ་བ་	འཚེ་བ་	VERB
སྤོང་	སྤོང་	VERB
མི་	མི་	PART
སྤོང་	སྤོང་	VERB
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
འདི་	འདི་	DET
གཉིས་	གཉིས་	NUM
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
གོ་	གོ་	NOUN
འཆང་པ་	འཆང་པ་	NO_POS
འང་	ཀྱང་	PART
འཚེ་བ་	འཚེ་བ་	VERB
སྤོང་བ་	སྤོང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
།		PUNCT
སངས་རྒྱས་པ་	སངས་རྒྱས་པ་	NOUN
ར་	ལ་	PART
ཁ་	ཁ་	PRON
ས་	གིས་	PART
འཆེ་བ་	འཆེ་བ་	NO_POS
ཁ་ཅིག་	ཁ་ཅིག་	PRON
ཀྱང་	ཀྱང་	PART
རྒྱུན་	རྒྱུན་	NOUN
དུ་	ལ་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
ལ་	ལ་	PART
གནོད་པ་	གནོད་པ་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
ལ་	ལ་	PART
སྐྱབས་	སྐྱབས་	NOUN
སུ་	ལ་	PART
འགྲོ་	འགྲོ་	VERB
མི་	མི་	PART
འགྲོ་	འགྲོ་	VERB
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
སྐྱབས་	སྐྱབས་	NOUN
སུ་	ལ་	PART
མི་	མི་	PART
ས་	གིས་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
མང་པོ་	མང་པོ་	ADJ
ནི་	ནི་	NO_POS
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ར་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
སྟོན་པ་	སྟོན་པ་	NOUN
ཐ་དད་པ་	ཐ་དད་པ་	ADJ
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
གྲངས་	གྲངས་	NOUN
ཅན་	ཅན་	PART
ལྷ་	ལྷ་	NOUN
མེད་པ་	མེད་པ་	VERB
དང་	དང་	NO_POS
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
རྒྱང་འཕེན་པ་	རྒྱང་འཕེན་པ་	NO_POS
ལ་	ལ་	PART
ལྷ་	ལྷ་	NOUN
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
ལྟ་བ་	ལྟ་བ་	VERB
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
།		PUNCT
སྤྱོད་པ་	སྤྱོད་པ་	VERB
མཐའ་	མཐའ་	NOUN
གཉིས་	གཉིས་	NUM
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
དང་	དང་	NO_POS
འབྲས་བུ་	འབྲས་བུ་	NOUN
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བརྒལ་	བརྒལ་	VERB
ནུས་པ་	ནུས་པ་	VERB
ཅན་	ཅན་	PART
ནི་	ནི་	NO_POS
སངས་རྒྱས་པ་	སངས་རྒྱས་པ་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	PART
།		PUNCT
དེ་	སྟེ་	PART
གསུམ་	གསུམ་	NUM
མི་	མི་	PART
ལྡན་པ་	ལྡན་པ་	VERB
ཁ་ཅིག་	ཁ་ཅིག་	PRON
ནི་	ནི་	NO_POS
མུ་སྟེགས་པ་	མུ་སྟེགས་པ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
འོད་ལྡན་	འོད་ལྡན་	PROPN
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
བསླབ་པ་	བསླབ་པ་	VERB
གསུམ་	གསུམ་	NUM
ནི་	ནི་	NO_POS
རབ་	རབ་	ADV
སྟོན་	སྟོན་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
གསུམ་	གསུམ་	NUM
དང་	དང་	NO_POS
ཡང་དག་	ཡང་དག་	ADJ
ལྡན་	ལྡན་	VERB
། །		PUNCT
ཐོག་མ་	ཐོག་མ་	NOUN
བ་	བ་	NOUN
དང་	དང་	NO_POS
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
དགེ་བ་	དགེ་བ་	VERB
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
གསུང་	གསུང་	VERB
དུ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
ས་	གིས་	PART
རྟོགས་	རྟོགས་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	PART
མི་	མི་	PART
ཕྱོགས་པ་	ཕྱོགས་པ་	VERB
འི་	གི་	PART
། །		PUNCT
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
གཏི་མུག་	གཏི་མུག་	NOUN
གིས་	གིས་	PART
ལྡོངས་པ་	ལྡོངས་པ་	NO_POS
། །		PUNCT
སྲིད་རྩེ་	སྲིད་རྩེ་	NOUN
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
སོན་	སོན་	VERB
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
། །		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
རབ་	རབ་	ADV
འབྱུང་	འབྱུང་	VERB
སྲིད་པ་	སྲིད་པ་	VERB
སྒྲུབ་	སྒྲུབ་	VERB
། །		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
རྗེས་འགྲོ་བ་	རྗེས་འགྲོ་བ་	OTHER
། །		PUNCT
བསམ་གཏན་	བསམ་གཏན་	NOUN
དངོས་གཞི་	དངོས་གཞི་	NOUN
མ་	མ་	PART
ཐོབ་	ཐོབ་	VERB
ཀྱང་	ཀྱང་	PART
། །		PUNCT
བདུད་	བདུད་	NOUN
ཀྱི་	གི་	PART
མིག་ར་	མིག་ར་	NO_POS
རྩྭ་	རྩྭ་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
། །		PUNCT
སྲིད་པ་	སྲིད་པ་	VERB
དག་	དག་	DET
ནི་	ནི་	NO_POS
ཟློག་པ་	ཟློག་པ་	VERB
ར་	ལ་	PART
བགྱིད་	བགྱིད་	NO_POS
། །		PUNCT
ཅེས་	ཅེས་	PART
བཤད་པ་	བཤད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བཞི་	བཞི་	NUM
ནི་	ནི་	NO_POS
གསང་བ་	གསང་བ་	VERB
བསམ་	བསམ་	NOUN
གྱིས་	གིས་	PART
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
དང་	དང་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་པ་	སེམས་པ་	VERB
འི་	གི་	PART
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
འདི་སྐད་	འདི་སྐད་	NO_POS
དུ་	ལ་	PART
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྡོམ་	སྡོམ་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
འདུས་པ་	འདུས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
འདུས་བྱས་	འདུས་བྱས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མི་རྟག་པ་	མི་རྟག་པ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
སྡུག་བསྔལ་བ་	སྡུག་བསྔལ་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བདག་མེད་པ་	བདག་མེད་པ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཞི་བ་	ཞི་བ་	VERB
འོ་	གོ་	PART
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
སོ་	གོ་	PART
། །		PUNCT
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
ནི་	ནི་	NO_POS
རང་རང་	རང་རང་	NO_POS
གི་	གི་	PART
ཤེས་བྱ་	ཤེས་བྱ་	VERB
འི་	གི་	PART
འདོད་ཚུལ་	འདོད་ཚུལ་	VERB
ཏེ་	སྟེ་	PART
ལྟ་བ་	ལྟ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྤྱོད་པ་	སྤྱོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྒོམ་པ་	སྒོམ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
མི་	མི་	PART
འདྲ་བ་	འདྲ་བ་	VERB
སྣ་ཚོགས་པ་	སྣ་ཚོགས་པ་	DET
འོ་	གོ་	PART
། །		PUNCT
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ནི་	ནི་	NO_POS
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མང་བ་	མང་བ་	VERB
འི་	གི་	PART
ཚིག་	ཚིག་	NOUN
སྟེ་	སྟེ་	PART
ཇི་ལྟ་		
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
སྨན་པ་	སྨན་པ་	NOUN
འི་	གི་	PART
ཞབས་	ཞབས་	NOUN
ཀྱིས་	གིས་	PART
ལྟ་བ་	ལྟ་བ་	VERB
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
བདུན་ཅུ་	བདུན་ཅུ་	NO_POS
བཤད་པ་	བཤད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
སྣང་	སྣང་	VERB
བྲལ་	བྲལ་	VERB
གྱིས་	གིས་	PART
ལྟ་བ་	ལྟ་བ་	VERB
སུམ་བརྒྱ་	སུམ་བརྒྱ་	OTHER
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
རྩ་	རྩ་	NUM
གསུམ་	གསུམ་	NUM
བཤད་པ་	བཤད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཚངས་པ་	ཚངས་པ་	PROPN
འི་	གི་	PART
དྲ་བ་	དྲ་བ་	OTHER
འི་	གི་	PART
མདོ་	མདོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྟ་བ་	ལྟ་བ་	VERB
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
རྩ་	རྩ་	NUM
གཉིས་	གཉིས་	NUM
བཤད་པ་	བཤད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དད་པ་	དད་པ་	VERB
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
གི་	གི་	PART
མདོ་	མདོ་	NOUN
ལས་དམ་པ་	ལས་དམ་པ་	NO_POS
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
ལྟ་བ་	ལྟ་བ་	VERB
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བརྒྱད་	བརྒྱད་	NUM
བཤད་པ་	བཤད་པ་	VERB
